# {"t_start": 1568036757.2229385, "env_id": "Pendulum-v0"} 
obnow,action,obnext,reward
[ 5.88993414e+00 -3.30841369e-06],[1.9159664],[ 9.23668118e-01 -3.83193434e-01 -3.30841369e-06],-0.1583172772879052
[-26.59312058  -4.33251599],[1.8244624],[ 0.11019275 -0.99391024 -4.33251599],-3.0680848458994245
[ 5.88027652e+00 -2.72320613e-06],[1.9604789],[ 9.19924364e-01 -3.92095861e-01 -2.72320613e-06],-0.16617885842030058
[-13.00790749  -0.10155721],[1.9999993],[ 0.90409598 -0.42732945 -0.10155721],-0.19521061490175953
[ 5.89433714e+00 -2.00414125e-06],[1.8956138],[ 9.25346360e-01 -3.79122822e-01 -2.00414125e-06],-0.15479617006310267
[ 5.89784613e+00 -1.66578539e-06],[1.8793672],[ 9.26670998e-01 -3.75873463e-01 -1.66578539e-06],-0.15201823802049794
[-12.95893788  -0.07996316],[1.9924462],[ 0.92392997 -0.38256165 -0.07996316],-0.15585225513779366
[-40.11030663  -7.38347023],[-1.9779882],[-0.74490902 -0.66716606 -7.38347023],-8.293493423021399
[-4.03807118e-01 -2.85563717e-06],[1.9646099],[ 9.19571761e-01 -3.92922099e-01 -2.85563717e-06],-0.16691976496183045
[-19.66749824  -3.22347183],[1.1078358],[ 0.68372422 -0.72974049 -3.22347183],-1.2920744729023266
[-4.01214783e-01 -2.28900805e-06],[1.9526843],[ 9.20587256e-01 -3.90536944e-01 -2.28900805e-06],-0.16478618652448937
[-3.85488148e-01 -1.99712303e-06],[1.8800572],[ 9.26614994e-01 -3.76011507e-01 -1.99712303e-06],-0.15213565076987695
[ 5.90315808e+00 -1.57139065e-06],[1.8547285],[ 9.28654536e-01 -3.70945754e-01 -1.57139065e-06],-0.14786065099558357
[-4.01164364e-01 -3.00854773e-06],[1.9524522],[ 9.20606945e-01 -3.90490528e-01 -3.00854773e-06],-0.1647447958462431
[-3.74290119e-01 -2.51621239e-06],[1.8280593],[ 9.30767397e-01 -3.65611888e-01 -2.51621239e-06],-0.1434348002237612
[-13.51447865  -2.91251172],[-0.42738426],[ 0.583221   -0.81231353 -2.91251172],-1.1773511102924266
[-12.14472882  -3.53702705],[1.999352],[ 0.91241825  0.40925901 -3.53702705],-2.1765071477201245
[ 5.91201926e+00 -1.23398021e-06],[1.8135122],[ 9.31905051e-01 -3.62702325e-01 -1.23398021e-06],-0.1410530166645509
[-6.6869933  -0.03509931],[1.9937985],[ 0.91957142 -0.3929229  -0.03509931],-0.16578741861017038
[ 5.89200649e+00 -2.05589026e-06],[1.9063922],[ 9.24460245e-01 -3.81278449e-01 -2.05589026e-06],-0.15665511746571426
[-3.98868847e-01 -2.05848306e-06],[1.9418807],[ 9.21500896e-01 -3.88376233e-01 -2.05848306e-06],-0.1628671759581952
[-24.86386595  -3.01057874],[1.9964786],[ 0.96407028  0.2656473  -3.01057874],-1.4870429563865026
[-6.67084343e+00 -1.72505240e-06],[1.8901054],[ 9.25796876e-01 -3.78021354e-01 -1.72505240e-06],-0.1538512543517293
[-35.19766491  -8.        ],[-1.9741364],[-0.80200873  0.59731232 -8.        ],-14.857782011803405
[-6.67486166e+00 -1.87039081e-06],[1.9086919],[ 9.24270432e-01 -3.81738350e-01 -1.87039081e-06],-0.15705339358587758
[-3.98003181e-01 -2.03508669e-06],[1.937892],[ 9.21836755e-01 -3.87578375e-01 -2.03508669e-06],-0.16216187602088075
[-49.1290791   -6.47186161],[-0.50675243],[ 0.42085983  0.90712568 -6.47186161],-7.231591154794321
[-3.90240442e-01 -1.70295402e-06],[1.9020532],[ 9.24817620e-01 -3.80410791e-01 -1.70295402e-06],-0.1559053428627438
[ 5.89197876e+00 -2.08722493e-06],[1.9065198],[ 9.24449672e-01 -3.81304084e-01 -2.08722493e-06],-0.15667729789405602
[-3.83844249e-01 -1.74660441e-06],[1.8724382],[ 9.27231867e-01 -3.74487738e-01 -1.74660441e-06],-0.1508423650622598
[ 5.90041022e+00 -1.56588194e-06],[1.8674804],[ 9.27631723e-01 -3.73496167e-01 -1.56588194e-06],-0.15000419400098225
[-32.70381204  -4.00592422],[1.9773476],[ 0.27915194 -0.96024694 -4.00592422],-2.5105516709780193
[-4.01176802e-01 -2.60463474e-06],[1.9525094],[ 9.20602088e-01 -3.90501979e-01 -2.60463474e-06],-0.16475501533412745
[-13.80637018  -3.67733488],[1.8259223],[ 0.32479669 -0.94578386 -3.67733488],-2.206681204563616
[-25.5484608   -0.49519462],[1.9999996],[ 0.91482596 -0.40384832 -0.49519462],-0.18279716607405713
[-24.9982774   -1.86618942],[1.8920981],[ 0.99097335  0.134059   -1.86618942],-0.5934041678960837
[-18.86088262  -1.43756736],[1.610722],[ 0.99993585 -0.01132645 -1.43756736],-0.3036722225343517
[ 5.89383490e+00 -1.50116562e-06],[1.8979369],[ 9.25155834e-01 -3.79587517e-01 -1.50116562e-06],-0.1551958425661572
[-25.51366578  -0.41973955],[1.9999988],[ 0.9283213  -0.37177891 -0.41973955],-0.15431013797056745
[-44.85641477  -3.13281043],[1.6051886],[ 0.64167388 -0.7669776  -3.13281043],-1.3470632590402796
[-6.60354724e+00 -2.02323409e-06],[1.5745505],[ 9.49121504e-01 -3.14910100e-01 -2.02323409e-06],-0.10511091270819356
[ 5.91067414e+00 -1.41717821e-06],[1.8197776],[ 9.31416330e-01 -3.63955520e-01 -1.41717821e-06],-0.14207610776286222
[-3.93644090e-01 -2.34983548e-06],[1.9177812],[ 9.23517481e-01 -3.83556335e-01 -2.34983548e-06],-0.15863346194260067
[-6.66308261e+00 -1.10454647e-06],[1.854128],[ 9.28702722e-01 -3.70825099e-01 -1.10454647e-06],-0.1477597118794009
[-4.02495731e-01 -3.38536115e-06],[1.9585785],[ 9.20086243e-01 -3.91715848e-01 -3.38536115e-06],-0.16583870713465532
[-6.69493385 -0.00786092],[1.9964458],[ 0.91642244 -0.40021234 -0.00786092],-0.17320467208794604
[-3.81941450e-01 -1.09181879e-06],[1.8636141],[ 9.27942762e-01 -3.72722725e-01 -1.09181879e-06],-0.14935228719981283
[-4.01329456e-01 -2.05220317e-06],[1.9532123],[ 9.20542465e-01 -3.90642508e-01 -2.05220317e-06],-0.1648802883249787
[-50.33837282  -2.83638516],[1.9999231],[ 0.99734467 -0.07282584 -2.83638516],-1.025104012927259
[ 5.90298473e+00 -1.68844680e-06],[1.8555337],[ 9.28590219e-01 -3.71106731e-01 -1.68844680e-06],-0.14799542010923408
[-4.03784271e-01 -2.66046576e-06],[1.9645046],[ 9.19580738e-01 -3.92901090e-01 -2.66046576e-06],-0.16690090811651728
[-31.72906337  -1.06114596],[1.9999931],[ 0.95137197 -0.30804445 -1.06114596],-0.20812842147216137
[-48.38205181  -7.66947333],[-1.989606],[-0.30756632  0.95152664 -7.66947333],-11.4575637933419
[-3.75899428e-01 -1.40553925e-06],[1.835546],[ 9.30177810e-01 -3.67109306e-01 -1.40553925e-06],-0.1446695565309493
[-34.69614453  -7.06440713],[-0.1167965],[-0.99040688  0.13818178 -7.06440713],-13.310645179390457
[ 5.87819098e+00 -3.00603129e-06],[1.970067],[ 9.19104631e-01 -3.94013549e-01 -3.00603129e-06],-0.16790145002367124
[-37.51428291  -2.78169127],[1.999998],[ 0.9829677   0.18377839 -2.78169127],-1.2114256951572924
[-3.72733804e-01 -1.08664845e-06],[1.8208148],[ 9.31335277e-01 -3.64162878e-01 -1.08664845e-06],-0.14224581495258445
[-18.91100267  -1.57430786],[1.999019],[ 0.99811274 -0.06140809 -1.57430786],-0.36041328643399534
[-3.94445837e-01 -1.80550081e-06],[1.9214827],[ 9.23209669e-01 -3.84296639e-01 -1.80550081e-06],-0.1592795426216461
[ 5.89735811e+00 -1.71974160e-06],[1.8816277],[ 9.26487452e-01 -3.76325657e-01 -1.71974160e-06],-0.15240308592252694
[-6.66415052e+00 -1.32713473e-06],[1.8590832],[ 9.28306187e-01 -3.71816652e-01 -1.32713473e-06],-0.14859063021634458
[-6.65937292e+00 -1.59952926e-06],[1.8368868],[ 9.30071975e-01 -3.67377355e-01 -1.59952926e-06],-0.14489121399994
[-6.67553535e+00 -1.87006629e-06],[1.9118044],[ 9.24013048e-01 -3.82360938e-01 -1.87006629e-06],-0.1575934782155992
[-19.42033335  -0.62191605],[1.9605179],[ 0.84148119 -0.54028641 -0.62191605],-0.3232531639764179
[-37.40228158  -3.03539199],[1.9998643],[ 0.95626841  0.29249056 -3.03539199],-1.5452770741039388
[-12.97837506  -0.0443543 ],[1.9990644],[ 0.91631999 -0.40044685 -0.0443543 ],-0.17212757434293086
[ 5.91786147e+00 -1.31785673e-06],[1.7862586],[ 9.34008120e-01 -3.57251777e-01 -1.31785673e-06],-0.13665217577906302
[-3.64690274e-01 -1.14708662e-06],[1.7832994],[ 9.34234273e-01 -3.56659955e-01 -1.14708662e-06],-0.13617911093788132
[ 5.88352873e+00 -2.09771943e-06],[1.94551],[ 9.21194673e-01 -3.89102009e-01 -2.09771943e-06],-0.16351030815505074
[-3.90633360e-01 -1.70289947e-06],[1.9038692],[ 9.24668078e-01 -3.80774139e-01 -1.70289947e-06],-0.1562190730057114
[-31.60533736  -1.00103249],[1.9999824],[ 0.98211534 -0.18828029 -1.00103249],-0.16666553068152046
[-25.21694221  -1.51545445],[1.9999743],[ 0.99645719 -0.08410152 -1.51545445],-0.33136587587266036
[-6.61678511e+00 -1.80683952e-06],[1.6372323],[ 9.44869726e-01 -3.27446486e-01 -1.80683952e-06],-0.11396929703753775
[-3.91349615e-01 -2.03550020e-06],[1.9071819],[ 9.24395110e-01 -3.81436339e-01 -2.03550020e-06],-0.15679178382228331
[-13.745539    -3.18276273],[1.904073],[ 0.38169361 -0.92428891 -3.18276273],-1.8445701723387702
[-3.92651815e-01 -1.61246108e-06],[1.9131985],[ 9.23897619e-01 -3.82639764e-01 -1.61246108e-06],-0.15783571326353799
[-40.14028004  -6.81916148],[-1.6249735],[-0.76456867 -0.64454227 -6.81916148],-7.92774581319744
[-3.77597422e-01 -1.43669948e-06],[1.8434409],[ 9.29553120e-01 -3.68688212e-01 -1.43669948e-06],-0.145978033032514
[-37.8773787   -1.92358941],[1.9999992],[ 0.9841525  -0.17732416 -1.92358941],-0.47820288967630786
[-6.67995462e+00 -2.07157178e-06],[1.9322029],[ 9.22314274e-01 -3.86440656e-01 -2.07157178e-06],-0.16115921422062568
[ 5.87798230e+00 -3.10993661e-06],[1.971026],[ 9.19022389e-01 -3.94205338e-01 -3.10993661e-06],-0.16807429516738492
[-40.70899371  -7.26365812],[-0.9592852],[-0.99133867 -0.13133031 -7.26365812],-11.580512372581097
[-19.26075175  -0.2854484 ],[1.9999988],[ 0.9166435  -0.39970576 -0.2854484 ],-0.17028086932364705
[-4.01063137e-01 -2.33580351e-06],[1.9519861],[ 9.20646468e-01 -3.90397336e-01 -2.33580351e-06],-0.16466179591312244
[-26.82423217  -4.55267972],[1.8728379],[-0.1204018  -0.99272524 -4.55267972],-3.8174690355472656
[-4.04189616e-01 -2.74045202e-06],[1.9663684],[ 9.19421402e-01 -3.93273806e-01 -2.74045202e-06],-0.1672357400358404
[-20.26981138  -4.27065187],[1.9543006],[ 0.14997291 -0.98869011 -4.27065187],-2.9522425743372094
[-37.36231695  -3.28828566],[1.9864347],[ 0.94381868  0.33046375 -3.28828566],-1.8127340422661018
[ 5.87650708e+00 -3.70986472e-06],[1.9778024],[ 9.18439852e-01 -3.95560664e-01 -3.70986472e-06],-0.16929872871557622
[-6.68075548e+00 -1.77916835e-06],[1.9358959],[ 9.22004493e-01 -3.87179177e-01 -1.77916835e-06],-0.1618096656773195
[ 5.89493665e+00 -2.53275479e-06],[1.8928391],[ 9.25573480e-01 -3.78568002e-01 -2.53275479e-06],-0.15431976302427156
[-26.26827618  -3.71594638],[1.7963622],[ 0.42164742 -0.90675987 -3.71594638],-2.044597161346158
[-6.67399007e+00 -1.76181299e-06],[1.9046632],[ 9.24602797e-01 -3.80932628e-01 -1.76181299e-06],-0.15635603862004233
[-4.03158306e-01 -2.74399533e-06],[1.9616262],[ 9.19826500e-01 -3.92325387e-01 -2.74399533e-06],-0.16638448597930003
[-25.53024829  -0.15896919],[1.9999219],[ 0.92202893 -0.38712099 -0.15896919],-0.15878745206987618
[-44.62899666  -3.36238659],[-0.29067183],[ 0.79807687 -0.60255564 -3.36238659],-1.11323203821372
[-6.6664477e+00 -1.2073615e-06],[1.8697407],[ 9.27449606e-01 -3.73948162e-01 -1.20736150e-06],-0.15038594863622923
[ 5.90015241e+00 -1.89882826e-06],[1.8686764],[ 9.27535404e-01 -3.73735300e-01 -1.89882826e-06],-0.1502060765240576
[-6.68246047e+00 -2.29612598e-06],[1.9437522],[ 9.21343016e-01 -3.88750623e-01 -2.29612598e-06],-0.16319873815973068
[-14.6673423   -5.51538344],[0.53126067],[-0.50568464 -0.86271841 -5.51538344],-5.702569842320287
[-3.99425376e-01 -1.90339260e-06],[1.9444443],[ 9.21284611e-01 -3.88889015e-01 -1.90339260e-06],-0.16332141886654622
[-20.52476018  -4.62794753],[1.7525964],[-0.10421834 -0.99455444 -4.62794753],-3.807308155165753
[-3.88573211e-01 -2.10446134e-06],[1.8943412],[ 9.25450567e-01 -3.78868379e-01 -2.10446134e-06],-0.15457758726466242
[-37.2294897   -3.87257612],[1.9996831],[ 0.89173935  0.45254937 -3.87257612],-2.591564907247531
[-4.03893671e-01 -2.39207104e-06],[1.9650079],[ 9.19537749e-01 -3.93001690e-01 -2.39207104e-06],-0.16699125708876653
[-13.07928571  -0.36706403],[1.9999996],[ 0.87131772 -0.4907193  -0.36706403],-0.25826850713127164
[-3.81701918e-01 -1.20425628e-06],[1.8625022],[ 9.28032015e-01 -3.72500443e-01 -1.20425628e-06],-0.14916522276242253
[-36.82895215  -5.02772548],[1.1467772],[ 0.64470448  0.7644319  -5.02772548],-4.711121011544661
[ 5.90616542e+00 -1.21446352e-06],[1.8407559],[ 9.29765894e-01 -3.68151303e-01 -1.21446352e-06],-0.14553233347352754
[-41.84125418  -7.56770449],[-1.9764274],[-0.53983968  0.84176786 -7.56770449],-12.293270501796195
[-6.67887397e+00 -1.62219688e-06],[1.9272176],[ 9.22731343e-01 -3.85443729e-01 -1.62219688e-06],-0.16028362015907488
[-19.26023734  -0.37714154],[1.9999994],[ 0.91684899 -0.39923418 -0.37714154],-0.17279370726739163
[-4.00914355e-01 -2.74370352e-06],[1.9513012],[ 9.20704542e-01 -3.90260356e-01 -2.74370352e-06],-0.16453978660875748
[-44.60117321  -2.25962628],[-1.7266229],[ 0.81453099 -0.58012004 -2.25962628],-0.5269498654734958
[ 5.88319033e+00 -2.15500271e-06],[1.9470683],[ 9.21062950e-01 -3.89413717e-01 -2.15500271e-06],-0.16378697134439765
[-19.3039162   -0.52726351],[1.9999999],[ 0.89854198 -0.43888758 -0.52726351],-0.21380468484893164
[-3.90103077e-01 -1.80924815e-06],[1.9014179],[ 9.24869866e-01 -3.80283750e-01 -1.80924815e-06],-0.15579572986819779
[-3.81721900e-01 -1.92362541e-06],[1.8625945],[ 9.28024571e-01 -3.72518986e-01 -1.92362541e-06],-0.14918079362885675
[-23.79174785  -5.97529845],[-1.924698],[ 0.22778565  0.9737113  -5.97529845],-6.833191073434637
[-3.18153027e+01 -2.06866212e-03],[1.9466301],[ 0.92130375 -0.38884367 -0.00206866],-0.1632086999476803
[-3.83125366e-01 -1.24397121e-06],[1.8691056],[ 9.27500840e-01 -3.73821070e-01 -1.24397121e-06],-0.15027855396429998
[-3.84713799e-01 -1.33319884e-06],[1.8764699],[ 9.26905880e-01 -3.75293870e-01 -1.33319884e-06],-0.15152579460195087
[-6.68399235e+00 -1.83025112e-06],[1.9508084],[ 9.20746415e-01 -3.90161554e-01 -1.83025112e-06],-0.1644518683876094
[-3.95404732e-01 -2.35497364e-06],[1.9259079],[ 9.22840745e-01 -3.85181723e-01 -2.35497364e-06],-0.16005392988984288
[ 5.89753022e+00 -1.69387217e-06],[1.8808298],[ 9.26552210e-01 -3.76166190e-01 -1.69387217e-06],-0.15226730180365797
[-2.55248786e+01 -6.42153656e-06],[1.9108273],[ 9.24094335e-01 -3.82164442e-01 -6.42153656e-06],-0.15742274641144377
[-6.66261125e+00 -1.39265119e-06],[1.8519359],[ 9.28877413e-01 -3.70387299e-01 -1.39265119e-06],-0.14739365765633777
[-31.88237946  -0.34497241],[1.9999994],[ 0.8931691  -0.44972099 -0.34497241],-0.21597883875984628
[-38.17591254  -0.78687136],[1.9999323],[ 0.88846775 -0.45893905 -0.78687136],-0.2545250453811028
[-6.72989777 -0.18082283],[2.],[ 0.9018722  -0.43200294 -0.18082283],-0.19821143543026654
[-33.13005259  -4.81625303],[1.9079024],[-0.14283949 -0.98974587 -4.81625303],-4.071765348761555
[-6.66968739e+00 -1.26015233e-06],[1.8847536],[ 9.26233268e-01 -3.76950837e-01 -1.26015233e-06],-0.15293610477202174
[-3.42579192e-01 -2.62905048e-06],[1.6795866],[ 9.41891404e-01 -3.35917525e-01 -2.62905048e-06],-0.12018142380534541
[-3.92045348e-01 -1.75152015e-06],[1.9103966],[ 9.24129508e-01 -3.82079379e-01 -1.75152015e-06],-0.15734910096000423
[-25.19774363  -2.06669857],[1.9999992],[ 0.99788809 -0.06495663 -2.06669857],-0.5792830437322561
[ 5.88231126e+00 -3.48606929e-06],[1.9511156],[ 9.20720271e-01 -3.90223246e-01 -3.48606929e-06],-0.16450671573426792
[-3.88584278e-01 -1.43685578e-06],[1.8943933],[ 9.25446374e-01 -3.78878620e-01 -1.43685578e-06],-0.15458641136010182
[-3.99522679e-01 -1.85632049e-06],[1.9448925],[ 9.21246766e-01 -3.88978657e-01 -1.85632049e-06],-0.1634009041958917
[-25.62133195  -0.64500545],[1.9999973],[ 0.88299523 -0.46938197 -0.64500545],-0.2500082988951317
[-3.78809148e-01 -1.20467650e-06],[1.8490717],[ 9.29105688e-01 -3.69814305e-01 -1.20467650e-06],-0.14691539146192364
[-34.89648373  -7.84043401],[-0.3695789],[-0.94309947  0.33251073 -7.84043401],-15.53803594188996
[-3.80849638e-01 -1.33978113e-06],[1.8585461],[ 9.28349152e-01 -3.71709364e-01 -1.33978113e-06],-0.14850058960522525
[-44.43762597  -1.98664827],[-0.8335807],[ 0.89811648 -0.43975765 -1.98664827],-0.38349800231515774
[-6.71528382 -0.07011916],[1.999999],[ 0.90808894 -0.41877736 -0.07011916],-0.1880329340237433
[-6.67485031e+00 -1.67205751e-06],[1.9086381],[ 9.24274764e-01 -3.81727861e-01 -1.67205751e-06],-0.15704430647675038
[-3.92718072e-01 -1.42308263e-06],[1.9135039],[ 9.23872265e-01 -3.82700977e-01 -1.42308263e-06],-0.15788892525849707
[ 5.89326822e+00 -1.56878511e-06],[1.9005584],[ 9.24940580e-01 -3.80111725e-01 -1.56878511e-06],-0.15564739427592222
[-6.62814197e+00 -2.26199296e-06],[1.6907787],[ 9.41090108e-01 -3.38155894e-01 -2.26199296e-06],-0.12185375452305698
[-6.67527229e+00 -1.58529896e-06],[1.9105887],[ 9.24113598e-01 -3.82117859e-01 -1.58529896e-06],-0.15738249223266546
[-25.24463954  -1.27481144],[1.999573],[ 0.99374591 -0.11166494 -1.27481144],-0.24305970078100111
[-31.60526724  -1.77103225],[1.9999974],[ 0.98212854 -0.18821142 -1.77103225],-0.41238757753451083
[-4.05091478e-01 -2.71831242e-06],[1.9705136],[ 9.19066349e-01 -3.94102836e-01 -2.71831242e-06],-0.16798191893932102
[-3.85213504e-01 -1.82588422e-06],[1.8787845],[ 9.26718228e-01 -3.75757003e-01 -1.82588422e-06],-0.15191920444921012
[-27.66366867  -7.42718671],[-1.9926736],[-0.81926676 -0.57341257 -7.42718671],-8.898645801872194
[-3.88060142e-01 -1.18326196e-06],[1.8919678],[ 9.25644831e-01 -3.78393509e-01 -1.18326196e-06],-0.15417016981387363
[-4.02075214e-01 -2.01484813e-06],[1.9566438],[ 9.20250885e-01 -3.91328901e-01 -2.01484813e-06],-0.1654928515838676
[-0.41048867 -0.00264763],[1.9936006],[ 0.91692593 -0.39905745 -0.00264763],-0.17236734338793888
[ 5.91715898e+00 -1.84232682e-06],[1.7895389],[ 9.33756921e-01 -3.57907826e-01 -1.84232682e-06],-0.13717765671520699
[-18.77289192  -2.1276499 ],[1.9837974],[ 0.99706275  0.07658893 -2.1276499 ],-0.6936921599480972
[ 5.90089381e+00 -1.62241018e-06],[1.8652366],[ 9.27812234e-01 -3.73047529e-01 -1.62241018e-06],-0.14962583659958925
[-4.05221342e-01 -2.92295188e-06],[1.9711101],[ 9.19015162e-01 -3.94222187e-01 -2.92295188e-06],-0.16808949273444682
[-12.6543726   -1.24036816],[1.9441861],[ 0.99613032 -0.08788844 -1.24036816],-0.23322383376881126
[-6.67729991e+00 -1.64123112e-06],[1.9199532],[ 9.23336912e-01 -3.83990816e-01 -1.64123112e-06],-0.159012472564215
[-3.90363384e-01 -1.45443738e-06],[1.9026216],[ 9.24770844e-01 -3.80524487e-01 -1.45443738e-06],-0.15600348404293896
[ 5.87721481e+00 -3.20514770e-06],[1.9745525],[ 9.18719569e-01 -3.94910565e-01 -3.20514770e-06],-0.16871077559469455
[-25.72795928  -1.29404767],[-1.609315],[ 0.82802626 -0.56068932 -1.29404767],-0.3293521228118296
[-32.56448819  -3.81332708],[1.6200336],[ 0.40979989 -0.91217545 -3.81332708],-2.105506172510383
[-41.06563146  -8.        ],[-1.1858003],[-0.9748104   0.22303517 -8.        ],-14.915126511036394
[-12.9110937   -0.23026674],[1.9220147],[ 0.94116907 -0.33793607 -0.23026674],-0.12219001098598097
[ 5.89395781e+00 -1.44650642e-06],[1.8973683],[ 9.25202479e-01 -3.79473810e-01 -1.44650642e-06],-0.155097997769989
[-3.93956872e-01 -1.58379859e-06],[1.9192256],[ 9.23397466e-01 -3.83845176e-01 -1.58379859e-06],-0.15888538146269401
[-4.01056741e-01 -3.08102351e-06],[1.9519566],[ 9.20648965e-01 -3.90391448e-01 -3.08102351e-06],-0.1646565207394299
[ 5.90186306e+00 -1.27202113e-06],[1.8607397],[ 9.28173375e-01 -3.72148069e-01 -1.27202113e-06],-0.14886896030733474
[-3.72010227e-01 -2.83779490e-06],[1.8174437],[ 9.31598533e-01 -3.63488889e-01 -2.83779490e-06],-0.1416946049242889
[ 5.89727040e+00 -1.62423194e-06],[1.8820344],[ 9.26454443e-01 -3.76406914e-01 -1.62423194e-06],-0.1524723068328037
[-10.95225074  -7.0648287 ],[-1.9781169],[-0.04331     0.99906168 -7.0648287 ],-9.439443359896496
[-19.25076071  -0.03862588],[1.9861013],[ 0.92059116 -0.39052774 -0.03862588],-0.16356623258225989
[-6.67227774e+00 -1.45829601e-06],[1.8967427],[ 9.25253726e-01 -3.79348841e-01 -1.45829601e-06],-0.15499049706318282
[-38.18734374  -0.90031115],[1.9906546],[ 0.88316359 -0.4690651  -0.90031115],-0.27736438064876556
[ 5.87802461e+00 -2.59404093e-06],[1.9708316],[ 9.19039070e-01 -3.94166448e-01 -2.59404093e-06],-0.16803925877148776
[ 5.89319853e+00 -1.47752949e-06],[1.9008808],[ 9.24914085e-01 -3.80176189e-01 -1.47752949e-06],-0.15570297984231407
[-26.77827862  -4.62680742],[1.8991755],[-0.0746715  -0.99720819 -4.62680742],-3.7431684222238366
[-3.97381891e-01 -1.65961805e-06],[1.9350275],[ 9.22077376e-01 -3.87005573e-01 -1.65961805e-06],-0.16165663282192116
[ 5.89780623e+00 -2.29782402e-06],[1.8795519],[ 9.26656001e-01 -3.75910435e-01 -2.29782402e-06],-0.15204965762001504
[-3.99769809e-01 -1.73712082e-06],[1.9460305],[ 9.21150610e-01 -3.89206312e-01 -1.73712082e-06],-0.16360286519185496
[-3.94339125e-01 -1.64527556e-06],[1.9209906],[ 9.23250673e-01 -3.84198119e-01 -1.64527556e-06],-0.15919348545579065
[ 5.88093291e+00 -2.33856620e-06],[1.9574591],[ 9.20181535e-01 -3.91491945e-01 -2.33856620e-06],-0.1656385401663757
[-6.67018259e+00 -1.67206044e-06],[1.8870472],[ 9.26046487e-01 -3.77409466e-01 -1.67206044e-06],-0.15332777978747875
[-3.70627582e-01 -2.63660255e-06],[1.8110014],[ 9.32100219e-01 -3.62200473e-01 -2.63660255e-06],-0.1406444330527663
[-24.09105185  -5.90536292],[0.41583076],[ 0.5047626   0.8632582  -5.90536292],-6.273045342362932
[ 5.88658954e+00 -2.18997862e-06],[1.9314022],[ 9.22381326e-01 -3.86280585e-01 -2.18997862e-06],-0.16101842937616104
[ 5.87874261e+00 -3.01459314e-06],[1.9675319],[ 9.19321841e-01 -3.93506483e-01 -3.01459314e-06],-0.16744495735698406
[ 5.89132593e+00 -1.36582480e-06],[1.9095379],[ 9.24200548e-01 -3.81907511e-01 -1.36582480e-06],-0.15720005267578022
[-32.91249186  -4.48246512],[1.9586934],[ 0.07416284 -0.99724614 -4.48246512],-3.2708205556068672
